"","BitcoinLMean","BitcoinAMean","",""
"1",6301.00929271429,6402.50100932313,6378.95430136579,6354.57
"1",6351.38501692858,6499.10239474021,6548.02450258239,6543.645714
"1",6526.909223,7166.54195101708,7035.02202823762,7000.04
"1",6445.19968532143,7195.14368383614,7110.00781271572,7078.19
"1",6428.02351217858,6905.58656345549,6981.34312166638,6932.6625
"1",6317.25044242858,6983.11217599963,7013.12398042822,6981.946154
"1",6664.66323760715,7295.91520915938,7279.31341892925,7260.949231
"1",7028.18706039286,7211.87351985324,7288.133354738,7265.08
"1",6989.01797389286,7091.62140551232,7153.11433092695,7113.069231
"1",6828.18000692857,6349.07962178959,6446.85450907447,6433.271667
"1",7060.17081057143,6704.02949635051,6474.01363930799,6501.19
"1",7352.63698732143,6232.59400787933,6260.45600721545,6240.98
"1",7331.27591350001,6293.35146986858,6318.24496797298,6296.320833
"1",7016.66311846429,6273.56024648043,6294.60985039493,6273.1375
"1",6480.33508960715,6326.75037700674,6348.5670147065,6326.04
"1",6468.66812500001,6505.61431190049,6513.65394131985,6499.0625
"1",6236.067232,6401.26812534252,6432.6292642667,6400.600833
"1",6248.76639860715,6294.84588968552,6319.21673197405,6296.631667
"1",6276.83550596429,6350.99774634861,6371.21074477518,6342.39
"1",6394.01692260715,6422.29344492028,6453.59736430178,6418.562667
"1",6516.73462482144,6711.27714676327,6702.39990511358,6669.990833
"1",6361.32833914286,6636.04849707208,6673.12940862005,6639.304167
"1",6252.01830385714,6579.57297506395,6614.01431126798,6583.45
"1",6312.15579771429,6458.6857347678,6472.4840707917,6468.631667
"1",6482.98549421429,6526.07926221463,6560.49906883546,6535.476667
"1",6705.02892832143,6700.6229503457,6711.98451397835,6686.08
"1",6628.14139903572,6629.8323572083,6647.17231579281,6611.02
"1",6526.69928585715,6533.39966855394,6582.80227570044,6562.641667
"1",6459.89360153572,6467.67500681296,6477.44360568326,6470.4025
"1",6581.43211332143,6507.59899490551,6502.6563631469,6483.73
"1",6701.85241075,6567.74526966779,6591.32684466705,6568.549167
"1",6619.01323492857,6594.63758619574,6653.15781865026,6618.567692
"1",6532.48628921429,6603.30655821552,6652.00794120759,6621.711667
"1",6454.07041896429,6626.37399862472,6666.65563120407,6626.85
"1",6450.7586905,6190.70655464295,6256.16200274527,6248.635833
"1",6577.57232389286,6372.50161409156,6259.34662810099,6260.530833
"1",6693.00146746429,6464.63266913616,6458.26199761971,6452.571667
"1",6690.66750028572,6556.43105423677,6628.8712974245,6599.17
"1",6529.86801039286,6531.92395667473,6624.2337683743,6596.276154
"1",6199.35769646429,6564.97976510439,6601.95505014605,6568.040769
"1",6268.03418710715,6509.96801125606,6511.10858521551,6509.61
"1",6482.67947375,6527.78110879072,6522.0234093273,6504.78
"1",6608.53190664286,6479.48475763036,6493.29581548505,6481.426
"1",6603.15180225,6521.43839303357,6512.71473718091,6508.31
"1",6559.64656025,6477.32332449248,6507.69249053296,6489.77
"1",6506.52714282143,6476.61990840245,6487.31702320926,6473.753333
"1",6489.65853571429,6370.49612072333,6382.07388903302,6382.668333
"1",6483.31886571429,6326.57221749582,6329.49233611779,6309.452857
"1",6519.45921775,6323.86480512058,6295.63351144478,6301.61
"1",6514.73896671429,6353.56597250995,6331.35206357318,6342.280833
"1",6473.93148778572,6383.2443857623,6393.88681844801,6387.674167
"1",6370.18559067858,6432.46794170971,6432.49913972796,6436.965
"1",6295.84264439286,6401.96327594883,6445.78377095161,6437.76
"1",6306.17098203572,6627.31814115076,6549.96639448103,6538.79
"1",6337.60255939286,6428.98627369985,6520.17179166184,6486.251667
"1",6377.50663714286,6427.25636446668,6461.56803187317,6444.97
"1",6426.27529757143,6399.2708221839,6421.95597267622,6408.53
"1",6465.29678567857,6358.28353464544,6384.38791091852,6372.063333
"1",6519.52107157143,6096.75336600651,6183.50483286709,6176.155
"1",6444.36107175001,5352.48545675056,5746.49934133043,5756.77
"1",6454.45455357143,5547.46281244573,5580.73036393224,5596.1925
"1",6458.60464275001,5104.91279918745,5294.08720115263,5303.9425
"1",6352.22014853572,4134.5633392755,4653.53534582526,4671.97
"1",6146.66982142857,4213.94356226876,4486.89927912553,4491.98
"1",5866.21482142857,4594.86987549543,4512.05561870492,4548.7975
"1",5634.34321428571,4182.85361728491,4295.81635417558,4309.3375
"1",5167.02910717857,3670.03126682051,3906.70859163161,3920.536667
"1",4652.29357139286,3722.77586281618,3779.61414386502,3793.35
"1",4625.10294178572,4336.14374079186,4080.2822042305,4103.453846
"1",4596.92744503572,4315.72406047154,4271.55645200857,4263.783333
"1",4215.38346857143,4260.82882011027,4278.01775510873,4278.77
"1",3815.81607175,4047.38948819845,4131.81852327973,4140.6
"1",3804.49052189286,3870.10477082185,3942.35107268774,3961.493333
"1",4138.63056989286,3826.70441199976,3826.55777974946,3858.349167
"1",4299.63806521429,3688.64839660714,3725.12357855144,3744.98
"1",4258.06083325,3189.95282146926,3371.13968108619,3405.643333
"1",4152.2239285,3652.99089806919,3473.29068720787,3523.96
"1",3997.27163678572,3366.33135031053,3398.23517678041,3426.19
"1",3867.65288717857,3403.17924265601,3368.48815076576,3407.28
"1",3681.39348203572,3409.31571194994,3367.40517874824,3406.7625
"1",3429.68398785714,3211.28032058894,3244.4009882403,3278.374167
"1",3521.49401782143,3475.61290482349,3353.69345312212,3392.405
"1",3458.81422614286,3592.86688734433,3523.1381405677,3556.54
"1",3436.18535714286,3877.20084494765,3777.0509896538,3808.0425
"1",3362.82750007143,4023.15567442861,3956.15445640494,3982.850833
"1",3255.68208364286,4181.17289090334,4131.62573444147,4135.19
"1",3345.811131,3979.52324293214,3974.52513607732,3995.17
"1",3538.97008928571,3775.28759012827,3824.57408838128,3848.21
"1",3826.32285703572,3691.82490809382,3716.9420615507,3743.905
"1",4056.1557735,3790.36563918686,3762.16703664287,3791.545833
"1",4152.97437503571,3884.58965683006,3831.20592272175,3855.88
"1",3978.08461314286,3878.38063302999,3842.74001161125,3865.7975
"1",3808.96223217857,3811.48402797958,3792.85563729427,3822.626667
"1",3764.67633910715,4086.38559832362,3995.84767705706,4036.093333
"1",3807.37276757143,4064.61386672149,4020.70426119508,4032.25
"1",3833.52532739286,4035.10770732568,4017.37015308783,4034.138333
"1",3804.40446439286,3715.53511933071,3778.04841311725,3812.585833
"1",3843.20330382143,3586.23723564998,3615.48301772629,3646.25
"1",4054.54226167857,3487.65377371557,3483.24850978124,3531.96
"1",4101.37392846429,3746.75447176878,3631.9732146915,3656.785
"1",4030.85970196429,3597.06951006479,3604.22709218672,3621.270833
"1",3781.39505928571,3624.36160373771,3605.6305587402,3621.43
"1",3614.25720242857,3636.97293240421,3620.78711394673,3632.395
"1",3550.304375,3520.96683126363,3525.25778978843,3548.4275
"1",3647.95321417857,3547.95792353111,3520.46530280349,3540.02
"1",3636.79925567857,3601.47227137253,3577.20323995273,3587.35
"1",3634.33982142857,3558.37525271645,3549.76932278115,3566.4
"1",3613.96723214286,3589.36669680484,3571.43527131014,3586.25
"1",3539.75580357143,3550.00089302781,3543.57244439367,3554.5
"1",3537.28035714286,3431.79248743858,3429.30148472668,3448.58
"1",3582.41821428572,3415.36939647248,3410.49754967654,3421.6
"1",3594.7975,3479.18580727865,3471.86587370492,3470
"1",3596.86714285714,3434.22070676421,3445.09796151806,3444.81
"1",3533.72678571429,3461.01572501654,3448.87871028792,3456.02
"1",3440.05321428571,3449.91162420767,3443.27777595822,3452.35
"1",3433.84607142857,3473.6105127069,3459.82399704522,3467.34
"1",3457.82035714286,3407.73677132043,3399.52238152518,3405.7
"1",3444.0225,3409.21774152352,3384.07407899958,3394.76
"1",3493.26428571429,3632.74614689927,3698.39231397627,3686.29
"1",3459.3075,3474.72766905715,3638.46559203706,3629.47
"1",3416.56464285714,3644.15338089463,3619.27664139513,3632.42
"1",3368.29642857143,3617.3103805524,3601.8508463595,3614.5
"1",3452.99428571429,3606.92040279189,3582.53617285876,3600.31
"1",3685.82821428571,3659.09523590236,3655.6115963927,3670.74
"1",3660.30464285714,3884.57837075607,3927.16928873673,3910.8
"1",3622.87107142857,3884.21487050824,3940.53529861521,3926.53
"1",3574.10857142857,3987.57723046039,3998.96171478423,3987.18
"1",3571.81321428572,3941.83902972342,3947.66380165035,3944.88
"1",3683.62607142858,3766.16179912586,3750.14690035579,3766.89
"1",3919.71321428572,3861.05689346143,3818.89064752397,3848.33
"1",3967.02178571429,3826.30068860738,3818.0147719244,3831.45
"1",3993.61,3834.40376188358,3818.0843104989,3833.23
"1",3905.67857142857,3849.04273448544,3839.52883876468,3850.08
"1",3779.78642857143,3815.25283477588,3807.00500843939,3814.58
"1",3833.69714285714,3737.49951485241,3714.61675990549,3730.98
"1",3849.56821428571,3868.34661088176,3852.05575760258,3872.25
"1",3853.74607142857,3869.59718476833,3875.95806781116,3876.85
"1",3836.57035714286,3885.65123377595,3887.97143225463,3886.82
"1",3783.24321428572,3928.24206405923,3923.64149664655,3928.17
"1",3749.08107142858,3879.29477110692,3875.46910903618,3881.09
"1",3866.96357142857,3894.40907278238,3887.30179581531,3892.51
"1",3877.86964285715,3877.56171171635,3883.33290179269,3877.77
"1",3900.09535714286,3885.33212710692,3879.34675029679,3885.21
"1",3931.99178571429,3970.02385622382,3995.71944122127,3994.92
"1",3884.58464285715,3965.06072482475,4000.1258940654,3998.77
"1",3876.39285714286,4019.89016558897,4031.4159650636,4029.11
"1",3865.79964285714,4044.92184710591,4054.92043985692,4056.4
"1",3893.05321428572,4019.89160085755,3982.62553546963,3992.34
"1",3987.56428571429,4002.92888438082,3983.02836282936,3994.11
"1",4003.20285714286,3948.43303557966,3927.04485867339,3935.89
"1",4044.15142857143,3948.57502565866,3936.51006969163,3947.74
"1",4063.82178571429,4025.14494476103,4054.40899464525,4048.51
"1",3998.08678571429,4024.25088951781,4038.63473847884,4037.37
"1",3975.8525,4094.26509470384,4125.45087113681,4114.16
"1",3929.31285714286,4166.53867730637,4164.55194995395,4152.53
"1",4034.60785714286,5028.60357316383,4933.57777178586,4882.88
"1",4038.31178571429,5351.92866085645,4991.39068414456,4959.81
"1",3936.06142857143,4907.41151895025,4937.89664146755,4911.24
"1",4035.48785714286,5214.30785028845,5203.56426862296,5189.39
"1",4287.39678571429,5294.53684434634,5284.74238495603,5268.71
"1",4853.86678571429,5165.89857845932,5183.71956622111,5175.81
"1",4914.46642857143,5319.93580600348,5313.15256694664,5310.18
"1",4933.36821428572,5034.50884388741,5025.02352913861,5035.02
"1",5210.21821428572,5126.35493092471,5137.63285842969,5152.51
"1",5259.76964285715,5052.56343994675,5030.901158907,5036.18
"1",5239.52214285715,5173.73225580034,5185.55390475958,5196.65
"1",5263.42,5242.12793559584,5224.22783579184,5220.37
"1",5066.49678571429,5377.48824591654,5387.63065775244,5377.19
"1",5120.52785714286,5544.32708723321,5532.34672514474,5518.16
"1",5030.04714285715,5456.96088241713,5451.49882011904,5434.19
"1",5132.78214285715,5184.04883989659,5181.00888878802,5195.61
"1",5251.55357142858,5276.55759525578,5290.20364768412,5301.29
"1",5444.0875,5271.9693928935,5250.06508997548,5260.65
"1",5523.13035714286,5265.90354604331,5261.11379648723,5269.79
"1",5388.38928571429,5320.94343246374,5317.82462716546,5326.67
"1",5225.78392857143,5382.00719022246,5396.44084541414,5390.16
"1",5316.13464285715,5644.44439490989,5702.28847296069,5684.47
"1",5252.72035714286,5813.98482129584,5789.39454277523,5755.72
"1",5248.22571428572,5949.04248915034,5967.07839947337,5936.72
"1",5308.305,6222.32876585386,6186.50598096247,6146.91
"1",5495.7925,7273.70165162539,7092.0616711673,6978.63
"1",5731.78892857144,8573.06463991465,8102.17593746282,7823.11
"1",5657.36642857143,8034.45768857992,8176.27124411985,7992.69
"1",5757.74785714286,8339.13028959145,8324.66672334965,8206.9
"1",6116.17928571429,7683.75371990117,7849.3193669645,7885.96
"1",7107.575,8291.03359815109,8213.15194675833,8193.7
"1",7848.63892857143,8004.78404929663,8022.6647628764,8007.03
"1",8026.98500000001,7895.73605163896,7936.36583125677,7952.5
"1",8097.30392857143,7502.69063932866,7569.64010409767,7625.93
"1",8002.62357142858,7854.5778214902,7876.6428594991,7880.29
"1",8310.14142857143,9202.11454670269,8945.35209336545,8770.06
"1",8002.23178571429,8766.43924024673,8838.74377137036,8719.88
"1",7724.64035714286,8641.893577508,8703.03232430116,8662.98
"1",7509.56857142857,8136.26087007193,8230.21250877162,8272.46
"1",8104.46428571429,8838.51897605835,8769.657595486,8739.03
"1",8760.29035714286,8139.40023731266,8111.70524442749,8134.92
"1",8649.66357142857,7525.08641687306,7588.90610003648,7675.8
"1",8624.70428571429,7784.72939224045,7735.24283471738,7786.04
"1",8509.50785714286,7808.89375342744,7814.54941735403,7803.23
"1",8663.56964285715,7611.06849415985,7635.33942672382,7640.61
"1",8075.41964285715,7997.6636417565,8063.76525624497,8020.38
"1",7705.24714285715,7876.96523651407,7948.24486577345,7917.58
"1",7785.46107142857,8133.34049199544,8219.97708855784,8173.06
"1",7741.56857142857,8198.18719255068,8281.74124116783,8237.88
"1",7766.01928571429,8907.68947029565,9103.76650029605,8978.99
"1",7993.60392857143,9324.31479170267,9471.14318714639,9327.48
"1",7821.14357142857,9037.76453204586,9132.91470681827,9076.18
"1",8050.99785714287,9296.58245021721,9319.50976977369,9281.7
"1",8383.085,9539.09039345034,9594.61367781034,9531.35
"1",9185.23857142858,10944.4854306871,11067.922040896,10814.48
"1",9239.33285714287,11229.9954259173,11251.1281280723,11017.5
"1",8974.15071428572,11918.0157855798,11993.0185701404,11766.4
"1",9238.91785714286,13484.0389969071,13379.4889499448,12932.55
"1",9431.66678571429,11341.1107332734,11185.303500409,11132.85
"1",10534.8207142857,10782.4150272533,10609.4505414299,10737.73
"1",11224.7025,10568.0486561003,10501.1419492286,10578.72
"1",12312.4739285714,10814.5017699167,10805.4861925551,10805.4
"1",12816.6964285714,12065.8895483387,12149.9806942336,11984.76
"1",10964.3110714286,11146.8669643984,11212.4776456062,11160.49
"1",10542.3853571429,11459.7967680978,11489.4057891461,11477.01
"1",10658.0503571429,12268.8323877495,12381.9858383774,12313.08
"1",11117.8607142857,12536.6160932823,12681.0881942007,12586.78
"1",11620.7475,12075.7587250861,12143.259854095,12099.9
"1",10978.4339285714,11408.8220643488,11343.0192726259,11352.87
"1",11531.8435714286,10155.121879711,10071.9688806698,10186.96
"1",12611.7857142857,11010.9505284794,10863.3098227317,10873.5
"1",12614.995,9518.14756229373,9395.22372797443,9397.72
"1",12064.6146428572,9618.4739009565,9620.42099243143,9674.28
"1",11360.7360714286,10504.9264716001,10651.0554671066,10638.56
"1",10475.3932142857,10435.2792247818,10633.5044366329,10587.41
"1",10404.4417857143,10381.289775442,10347.1631027206,10323.62
"1",9265.30285714286,9978.29183681886,9852.11108609299,9844.3
"1",9883.73607142858,9812.6335801337,9761.88452363499,9772.17
"1",10746.6203571429,9869.49264789278,9881.23086088251,9875.17
"1",10582.1007142857,9569.96095528051,9540.55401431779,9530
"1",10230.5453571429,9544.39395022704,9508.38163168421,9501.33
"1",9875.4225,9575.00039345352,9600.46529774542,9589.13
"1",9897.06535714286,10038.8207660738,10110.7949877076,10084.7
"1",9839.63571428572,10385.5890749112,10448.6475070394,10407.17
"1",9502.94107142858,10964.9360765052,11036.9880810651,10980.23
"1",9486.69142857143,11849.3584434853,11876.8959247134,11787.99
"1",9515.15750000001,11540.8002783518,11530.8588422694,11465.67
"1",9998.07571428572,11908.3001837132,11998.504511579,11960.82
"1",10443.9667857143,12058.4705536207,12050.4864037932,11996.41
"1",11053.7575,11599.6570544921,11605.3669254404,11566.84
"1",11635.265,11505.6362093988,11394.4503326481,11386.26
"1",11553.7860714286,10702.310731589,10861.3766586974,10858.12
"1",11964.2153571429,9648.47224705006,9979.27230935559,10016.96
"1",12051.505,10215.2321453557,10285.6297819289,10302.17
"1",11731.8610714286,10365.5676660588,10335.3653190001,10317.6
"1",11435.62,11037.8791368262,10960.0010006382,10917.26
"1",10648.175,10879.9056277028,10814.7596540505,10760.56
"1",9912.39607142858,9990.20684906126,10142.3805999009,10129.4
"1",10239.7789285714,10049.0116769209,10100.6479673826,10111.98
"1",10563.8371428572,10408.7101364046,10378.1413637938,10360.28
"1",10961.7539285714,10154.1846960829,10199.910661213,10171.95
"1",10566.2132142857,9614.74887741181,9726.63656810019,9717.82
"1",10092.7289285714,9446.9257223861,9470.83763966364,9484.55
"1",10278.6607142857,9841.74252548958,9778.64510830136,9769.79
"1",10490.9407142857,10410.6027626021,10434.0574135032,10386.64
"1",10108.5721428571,10501.6448352963,10684.5320877391,10621.29
"1",9543.31642857144,10502.5199973768,10626.012990449,10584.16
"1",9413.16142857144,10584.4885248064,10602.946218989,10577.8
"1",9833.35071428572,10350.1651877936,10428.1364456723,10406.31
"1",10424.8278571429,10338.5874778483,10331.3169709915,10313.66
"1",10617.285,10077.664738938,10113.9068851845,10101.03
"1",10627.0039285714,10249.5803562803,10165.7922418189,10159.32
"1",10618.7353571429,10489.0408861445,10450.2154872516,10420.16
"1",10400.0571428571,10096.4506432515,10348.5475808249,10310.43
"1",10225.3003571429,10319.4083271934,10285.147770349,10265.63
"1",10081.7871428571,10177.8128267466,10208.5284348579,10190.36
"1",10224.4632142857,10184.0385620939,10174.8992545038,10157.59
"1",10430.3921428572,10362.5991528848,10297.3673039533,10275.88
"1",10291.8467857143,9809.69106350582,10059.9494218485,10033.05
"1",10202.5071428571,9585.53210483473,9689.47709572081,9683.38
"1",10081.2528571429,7641.07090852365,8508.21196990229,8553.61
"1",10250.3510714286,8627.84789877712,8379.19832765826,8432.23
"1",10403.5171428571,7897.0948051163,8029.44774741565,8055.64
"1",10149.4625,7970.84825722967,8038.65185398215,8056.74
"1",9579.66678571429,8374.10797581574,8322.85119478605,8307.74
"1",8587.20285714286,8377.60436163881,8355.90007031055,8322.92
"1",8335.30071428572,8400.55404735199,8408.35445230546,8382.03
"1",8002.18285714286,8210.19927040392,8250.2065139741,8236.17
"1",8051.68821428572,7738.23598069986,7857.31742059653,7869.74
"1",8359.51642857143,8219.81389243825,8226.53041516404,8212.02
"1",8404.30035714286,8257.75816543674,8216.99690948489,8190
"1",8402.06785714286,8649.64202129627,8629.16201576342,8587.92
"1",8124.87535714287,8696.47115798165,8632.76484969046,8586.9
"1",7844.68214285715,8225.90316338313,8298.869908929,8283.76
"1",8158.8642857143,8304.40922576024,8354.29846446449,8353.54
"1",8284.00357142858,8147.22296813743,8169.9915732353,8162.16
"1",8603.96964285715,7932.87767948952,8004.26349027136,8002.51
"1",8558.09678571429,8051.89962830777,8093.97605390083,8076.78
"1",8362.89785714286,8284.32708974013,8256.63433916617,8231.06
"1",8330.64714285715,8267.68242500903,8248.77505649469,8222.52
"1",8080.02678571429,8044.77692193357,8040.65962618431,8026.76
"1",7935.2525,7509.36874778383,7454.89277004232,7469.56
"1",8129.47857142858,7464.49792425217,7413.43207664059,7431.88
"1",8564.20714285715,9526.00235488867,9624.63036417929,9551.54
"1",8236.89071428572,7795.96597344461,9318.68251041912,9218.76
"1",7652.82607142858,9448.39097317063,9474.78379158403,9433.35
"1",7178.77035714286,9181.33967876947,9200.53395887516,9164.62
"1",7825.49214285715,9185.81658022146,9158.51206200158,9147.98
"1",9506.08285714286,9198.97589993695,9234.88951929606,9206.16
"1",9320.54928571429,9374.83165597713,9438.34396952713,9418.05
"1",9367.87178571429,9294.61803172189,9340.84992273651,9310.19
"1",9126.61892857143,9352.79084471209,9364.95799053332,9343.34
"1",9128.60428571429,9223.02732217354,9226.77308088201,9204.24
"1",9236.76464285714,9084.20351595153,9050.7262066426,9037.12
"1",9379.71321428572,8787.04560305796,8733.64207106382,8717.81
"1",9368.8242857143,8831.23216527943,8808.74939567257,8801.52
"1",9383.80142857144,8757.80501754363,8781.9747260628,8762.42
"1",9194.11500000001,8657.27717089828,8653.48568120156,8632.32
"1",8959.97142857144,8538.8652663886,8527.59525230441,8503.93
"1",8721.79321428572,8239.0165965458,8191.63655000793,8175.99
"1",8825.55178571429,8171.23910555877,8136.03724736345,8120.8
"1",8800.20035714286,8057.76725008853,8104.40731374951,8081.81
"1",8614.3325,7805.91205155285,7643.12631104783,7617.07
"1",8382.7875,6505.67015651934,6919.66211492533,6907.4
"1",8261.97285714286,7268.91136651332,7116.04106743364,7130.25
"1",8285.18678571429,7159.69644018974,7171.3642463024,7163.63
"1",8106.95928571429,7618.62164206317,7551.57797791667,7523.83
"1",7443.79285714286,7425.3803865671,7462.12566466847,7431
"1",6887.93571428572,7393.72147021093,7419.03315547298,7402.69
"1",7088.04,7287.31503151585,7330.69474756946,7309.59
"1",7243.88357142858,7292.40322422064,7309.99623477786,7296.77
"1",7513.46321428572,7167.39096664501,7224.91181903061,7192.85
"1",7462.83892857143,7438.64874145918,7419.53209775281,7395.97
"1",7416.28714285715,7550.1675983309,7557.88438710034,7522.39
"1",7273.31107142858,7292.84079344424,7376.83907309562,7337.42
"1",7218.63642857143,7201.16024366623,7239.2926341247,7220.76
"1",7235.50892857143,7202.77267171536,7217.64272350819,7202.31
"1",7460.22607142858,7187.52826338336,7212.18776282325,7189.16
"1",7500.30178571428,7096.06511858937,7135.94732621789,7111.14
"1",7296.28785714286,6837.7950970766,6897.3814133697,6879.54
"1",7201.8375,6569.46017546034,6620.91443964334,6612.12
"1",7316.21142857143,7422.80924513728,7291.71129593658,7284.29
"1",7232.22035714286,7025.48929295589,7188.97621329549,7150.86
"1",7050.91321428572,7414.45805601054,7541.92580345654,7514.41
"1",6734.21678571429,7394.38459189159,7348.17545033325,7322.08
"1",6685.59607142857,7241.3458753932,7219.10019743324,7194.4
"1",7256.46321428572,7329.93142377021,7403.36349070947,7385.36
"1",7243.73535714286,7267.58560566366,7246.87676838654,7219.6
"1",7466.31964285715,7201.42133239961,7192.45083656243,7175.68
"1",7270.89250000001,7019.02126149912,6962.81311878587,6944.33
"1",7302.08714285715,7201.85834114367,7360.77982254573,7351.57
"1",7438.76321428572,7626.77272143953,7800.251392418,7759.24
"1",7230.15464285715,8209.77112023403,8200.6020141279,8165.47
"1",7004.7925,8093.60574385099,8081.72796794912,8042.65
"1",6876.70178571428,7829.05196761409,7840.30124975004,7817.92
"1",7422.02928571429,8131.59373424568,8186.6225207329,8173.97
"1",7874.06714285714,8114.04247381302,8127.12598197867,8105.24
"1",8203.76142857143,8735.41875495411,8843.36548763455,8842.42
"1",7958.41714285715,8915.83100729181,8854.82535063593,8813.89
"1",7776.16535714286,8730.68845572693,8762.36266013567,8722.03
"1",8058.46071428572,8688.87171878247,8728.62281536663,8703.36
"1",8245.83964285715,8629.55367590749,8655.64908005422,8626.47
"1",8863.37857142858,8716.48768901654,8752.60803030563,8722.26
"1",8804.35357142858,8664.85650328372,8696.23521507103,8658.94
"1",8686.97857142858,8381.62274434498,8411.6331202024,8388.11
"1",8706.45285714286,8569.92370530938,8603.89936052435,8588.42
"1",8724.2425,8911.549095144,8926.33864808888,8895.78
"1",8773.51750000001,9461.90052573107,9411.97882787245,9385.69
"1",8526.70892857144,9280.04401041298,9326.31362503642,9279.81
"1",8333.82964285715,9513.90411553882,9526.72685606117,9502.37
"1",8568.3217857143,9329.32577498724,9352.14599010474,9314.56
"1",8950.26464285715,9158.54851356388,9194.86148294138,9162.14
"1",9361.81857142858,9138.52485605859,9184.86705942276,9162.14
"1",9416.66714285715,9583.63874127273,9648.69518772376,9614.9
"1",9505.68821428572,9822.17111112862,9800.72125760496,9755.66
"1",9266.24250000001,10208.0720569482,10197.9170022726,10162.41
"1",9044.39214285715,9860.78247489145,9904.96526034374,9854.79
"1",9209.8375,10166.5328113561,10293.7435743032,10275.38
"1",9634.33000000001,10447.4677191717,10400.0314625587,10354.3
"1",9800.16928571429,10257.244866012,10282.9199113804,10242.43
"1",10003.4664285714,9921.676376068,9965.00282608019,9937.67
"1",9909.55892857144,9645.34065989979,9724.09583770233,9703.93
"1",10400.0685714286,10154.5862035233,10194.4518348532,10180.65
"1",10349.545,9791.07368020529,9654.54887195511,9604.72
"1",10153.5264285714,9502.8286145509,9626.79418281681,9606.86
"1",9951.08892857143,9915.62767509354,10019.6720995674,9989.39
"1",9836.13857142858,9753.43803224411,9698.16153570517,9663.75
"1",9984.85964285715,9484.56107846646,9340.6441000447,9309.15
"1",9540.87178571429,8872.99094441909,8817.99601642922,8785.52
"1",9774.40321428572,8816.08838615075,8817.99240462794,8804.72
"1",10068.2835714286,8900.08066632629,8929.74349115394,8912.82
"1",9672.49,8910.65177753087,8940.77168470292,8912.82
"1",9180.47892857143,8773.20191228919,8787.21837600083,8754.34
"1",8773.99428571429,8782.16387999141,8787.20803675876,8758.9
"1",8879.71607142857,9000.80381692916,9083.79615761337,9067.39
"1",8824.66464285715,8282.82482233537,8078.33091484957,8039.38
"1",8828.28714285715,8224.2241867801,7944.14791390211,7931.94
"1",8852.96285714286,7905.50839982427,7906.80915022834,7885.46
"1",8981.67928571429,7935.59672937468,7944.62516805831,7936.65
"1",8572.9725,5384.79204150406,4893.12904564282,4830.21
"1",8075.04607142857,5352.87034219026,5291.11777883325,5348.44
"1",8325.59464285715,5102.82495384837,5043.88078567228,5026.35
"1",8299.8375,5288.14780252105,5346.49039344328,5357.61
"1",7359.54642857143,5425.53505556855,5423.48195239266,5410.23
"1",5005.545,6085.45506118489,6196.11749196416,6195.2
"1",5196.16464285715,5957.77422229996,5860.07281755785,5822.62
"1",5038.65571428572,6342.30958355312,6483.57034868744,6502.16
"1",5336.62892857143,6794.04525906074,6788.96604941537,6768.49
"1",5499.04857142857,6738.14100973719,6723.82730657901,6698.46
"1",6000.53892857143,6745.2061098514,6793.52875912421,6763.75
"1",5821.81571428572,6046.07232694627,5927.55673183503,5885.41
"1",6606.09750000001,6209.86996755419,6393.90132859319,6405.29
"1",6874.59785714286,6474.69091243783,6447.72912289022,6428.28
"1",6785.39071428572,6612.67998374965,6654.51781476772,6652.87
"1",6546.09071428571,6808.68191000778,6810.23871559711,6809.11
"1",5939.48392857143,6801.4943726395,6797.31057295289,6777.44
"1",6415.60821428572,7233.02697533296,7325.71315855557,7343.2
"1",6435.84142857143,7451.45719008131,7226.44424126976,7205.55
"1",6621.55857142857,7249.69872811677,7366.38948043678,7365.03
"1",6687.935,7052.58378694225,6898.05932191424,6857.66
"1",6876.88107142858,6735.78087393447,6865.41157140663,6871.95
"1",7341.73071428572,6680.57362860105,6657.12847019904,6623.8
"1",7356.80464285714,6923.83207297115,7100.33938107462,7112.27
"1",7309.74071428572,7246.03538708213,7145.04312635008,7130.04
"1",6794.83035714286,6932.76176468323,6878.20097024824,6840.24
"1",6756.63321428572,6825.21863284828,6858.93943363162,6852.52
"1",6779.72428571429,7033.39478400148,7130.34830776195,7130.99
"1",7192.22571428572,7393.4643967526,7483.80219284658,7477.6
"1",7060.50464285714,7694.11864353752,7711.99649312154,7699.27
"1",6762.92750000001,7808.45569164359,7814.30282589032,7790.66
"1",6818.35000000001,7788.66924782179,7781.86785305421,7765.33
"1",7256.6225,8703.67176331792,8752.18561080778,8777.63
"1",7491.79750000001,8861.88883466019,8664.30160199887,8628.77
"1",7604.0775,8837.77994663837,8920.8012956976,8903.95
"1",7660.8575,8950.19214789909,8926.95904644304,8885.93
"1",7943.59107142858,9008.67801143671,9048.36540865963,9030.96
"1",8729.29250000001,9188.72466209969,9163.04952425248,9170.79
"1",8615.15821428572,8826.14012604149,8792.14691183051,8754.46
"1",8845.33678571429,8558.1342964783,8629.30174083289,8617.25
"1",8972.46535714286,8792.50125167851,8799.26943991176,8814.53
"1",9187.65678571429,9296.67343907445,9270.11273980999,9305.93
"1",9139.76178571429,9892.57669924287,9780.3669073779,9790.31
"1",8618.62071428572,9706.58445239835,9692.38874352923,9669.4
"1",8518.43535714287,9711.76722162289,9732.35022853316,9719.37
