"","GoldLMean","GoldAMean","",""
"1",1314.025,1329.87767014763,1330.63390275802,1329.4
"1",1308.14821428571,1319.43714908069,1322.014681325,1321
"1",1320.63214285714,1320.01877962128,1320.98869595516,1320.6
"1",1323.69464285714,1318.89211224342,1320.04993488031,1319.15
"1",1332.68571428571,1323.35277839855,1323.31408306743,1322.75
"1",1328.25,1323.54107241644,1324.20749847134,1323.55
"1",1320.10714285714,1318.73017764034,1319.51447942302,1318.75
"1",1318.78571428572,1309.22679107814,1310.586392077,1310.1
"1",1320.61071428572,1312.45394995586,1312.33149846036,1312.4
"1",1324.66428571429,1311.07658251259,1311.75629918338,1311
"1",1324.70892857143,1320.07660362379,1322.63559509669,1321.35
"1",1317.9125,1329.10932685959,1330.17643066129,1329.15
"1",1311.10178571429,1350.07325649299,1347.96638553895,1346.6
"1",1310.17857142857,1358.30861883051,1354.11698736429,1352.4
"1",1308.06785714286,1340.19920656323,1342.1385521591,1341.45
"1",1318.45714285714,1330.84369226171,1332.80117113382,1332.45
"1",1332.08035714286,1320.70594326308,1323.91347888929,1323.85
"1",1351.51428571429,1339.40357338113,1334.01678237518,1333.45
"1",1353.37142857143,1336.31259695212,1338.34031123823,1337.3
"1",1338.67142857143,1322.55286610846,1327.39510684536,1327.7
"1",1329.36785714286,1334.50716369048,1331.58356706409,1331.2
"1",1326.46607142857,1331.47509667439,1332.67961781511,1331.95
"1",1335.75892857143,1341.11831157683,1340.03045696744,1338.95
"1",1336.24285714286,1354.04060866649,1352.06654909467,1350.75
"1",1326.21071428572,1336.05660772229,1342.24250438856,1341.35
"1",1328.9,1345.4886945046,1343.99225512716,1343.7
"1",1333.4625,1350.20121763047,1350.14758310291,1349.35
"1",1341.2875,1339.64513258447,1342.43357623222,1342.1
"1",1348.93035714286,1353.81865899821,1352.31742369056,1351.45
"1",1341.69285714286,1347.28258722169,1349.26711956962,1348.6
"1",1343.13928571429,1337.10943075208,1337.12757844999,1336.75
"1",1345.79285714286,1328.14586685672,1323.72782107277,1324.3
"1",1346.35714285714,1332.08032119061,1329.07151818207,1328.85
"1",1353.64107142857,1321.19491499844,1321.76377352775,1321.65
"1",1347.51071428571,1322.61753375311,1320.9369895506,1320.7
"1",1334.99107142857,1321.52180368292,1321.47555134576,1321.5
"1",1325.3875,1314.14193748082,1313.41634206651,1313.2
"1",1326.93214285714,1308.13110247393,1307.08903813276,1307.1
"1",1322.24107142857,1304.50894414507,1304.31564903223,1304.2
"1",1324.0625,1314.89524073537,1315.64252200351,1315.05
"1",1320.69821428572,1308.82554462083,1309.84603325502,1309.4
"1",1310.675,1307.81966490027,1306.95837264895,1306.6
"1",1306.61607142857,1312.71136394132,1314.26632148768,1313.85
"1",1307.875,1317.25121392244,1319.67462709631,1318.8
"1",1314,1324.035355964,1325.50113117465,1324.35
"1",1306.675,1319.6074347625,1319.9464113059,1319.85
"1",1303.73214285714,1292.49495907672,1293.58930333096,1295
"1",1314.18214285714,1298.83462924196,1290.25443618552,1291.25
"1",1323.79642857143,1289.55565492123,1289.21772553739,1289.5
"1",1327.50357142857,1288.26713646457,1288.400864335,1288.3
"1",1316.20357142857,1288.46413027332,1288.87164235389,1288.35
"1",1295.25535714286,1294.01521722011,1293.62973709111,1293.05
"1",1290.66785714286,1287.16989237525,1289.18699654581,1289
"1",1290.30535714286,1307.41240385778,1306.00334816459,1304.85
"1",1288.07142857143,1301.84429400106,1304.31886890635,1303.5
"1",1286.64642857143,1294.86422642653,1295.62494369323,1295.5
"1",1290.8125,1302.38703048033,1301.32064365414,1300.7
"1",1293.66428571429,1304.6336235591,1306.28953651787,1305.35
"1",1303.85714285714,1293.04151337654,1294.96148726559,1294.6
"1",1300.75535714286,1297.69060162243,1295.48246427757,1295.45
"1",1296.93571428571,1291.75602286983,1292.39132031013,1292.05
"1",1303.80714285714,1300.86428858792,1300.03964537563,1300.1
"1",1303.48928571429,1296.10229621899,1297.72192497341,1297.25
"1",1294.19464285714,1298.55784937185,1298.39382901464,1298.25
"1",1294.24464285714,1299.54567305959,1299.77644067023,1299.6
"1",1293.65,1298.68841739126,1299.02931641684,1298.65
"1",1298.9875,1297.53981426836,1296.29458051203,1296.15
"1",1298.07857142857,1300.32056847867,1302.65611425839,1302.75
"1",1297.10892857143,1294.19277005713,1285.41086746545,1285.25
"1",1298.44821428571,1288.44357286354,1281.70536756199,1281.55
"1",1299.18214285714,1277.94049577674,1276.0237843925,1276.15
"1",1300.14821428572,1275.41844872282,1274.49463097069,1274.2
"1",1300.0625,1268.0591766476,1265.89582303361,1266.15
"1",1285.96071428572,1267.73138625241,1269.31294658494,1269.15
"1",1281.96607142857,1269.1433837748,1268.60331888004,1268.7
"1",1275.62321428571,1261.44410557896,1260.12477959399,1260.3
"1",1271.7875,1252.807444233,1254.31729792766,1254.6
"1",1267.62321428571,1249.98077403867,1251.41521190476,1251.55
"1",1270.96607142857,1249.71876070515,1250.28477473229,1250.45
"1",1268.16607142857,1247.58175765306,1248.24051961076,1247.8
"1",1260.29821428571,1250.99987681866,1252.08307131278,1251.75
"1",1255.00892857143,1256.7075416991,1256.32382474337,1255.65
"1",1251.15178571429,1256.37186787022,1256.06370393106,1255.5
"1",1248.83928571429,1255.3109963065,1255.43621391028,1255.35
"1",1248.6875,1262.28226953993,1262.18290898142,1262.05
"1",1251.62678571429,1256.08369570796,1254.32139877061,1254
"1",1254.40892857143,1249.30143577727,1251.57507334116,1251.4
"1",1255.07678571429,1243.59075063954,1245.85535992411,1245.9
"1",1257.61785714286,1239.77076962285,1241.05901883111,1241.7
"1",1261.70535714286,1240.28128950451,1241.07426141907,1241.1
"1",1254.03214285714,1231.31658703734,1232.87692262279,1232.8
"1",1250.21428571429,1220.87707533242,1223.7959292318,1224.5
"1",1245.67678571429,1213.46672086213,1216.89069766203,1217.55
"1",1245.16428571429,1231.17993318373,1229.64681602827,1228.75
"1",1241.38928571429,1226.5069479483,1225.38481450826,1224.95
"1",1231.075,1227.79559036407,1228.34626586726,1228.35
"1",1222.53928571429,1232.1529903085,1231.54974048171,1231.5
"1",1219.25892857143,1228.57713035477,1227.89368002049,1228.25
"1",1226.675,1223.45567098723,1223.46592838605,1223.95
"1",1225.55535714286,1223.25788406278,1223.98341379631,1223.8
"1",1229.68571428571,1220.84802971394,1220.70807539058,1220.95
"1",1231.34642857143,1218.51443008009,1219.20340745362,1219
"1",1227.53035714286,1214.94861993468,1215.46070710837,1215.45
"1",1224.7,1215.6618621219,1216.15567385228,1216.3
"1",1223.36428571429,1209.04061422145,1209.70893735376,1209.65
"1",1221.27678571429,1211.21529099907,1211.99036567402,1212.35
"1",1218.89464285714,1210.00767129144,1209.38303527623,1209.55
"1",1216.68035714286,1213.56737523119,1214.52079043036,1214.35
"1",1215.13214285714,1215.22169115211,1214.70102352174,1214.4
"1",1208.34107142857,1201.20299364878,1200.17948459596,1200.35
"1",1210.79821428571,1200.44470564345,1196.44709276215,1197
"1",1210.8,1181.12168114486,1181.10138850863,1182
"1",1216.67321428571,1172.73772129552,1179.48455786263,1180.4
"1",1214.29821428571,1177.69397383471,1177.61733952995,1178.4
"1",1202.76071428572,1184.23450139221,1184.06511167459,1184.35
"1",1195.54285714286,1193.7891713145,1191.18085496331,1190.95
"1",1181.76071428571,1200.12982202791,1196.70962908881,1196.65
"1",1177.78928571429,1193.68700676044,1191.64111228744,1192.35
"1",1178.27857142857,1196.67380612962,1197.73532867874,1197.7
"1",1186.8875,1216.49767321441,1213.28617035267,1212.25
"1",1190.95535714286,1206.48339959764,1204.4602093018,1204.2
