,alphaGold,alphaBitcoin,value
1522,3.0,2.2,18345.000426706516
1523,3.0,2.3,18262.125035942743
1524,3.0,2.4,18179.62334943271
1525,3.0,2.5,18097.493685187277
1526,3.0,2.6,18015.73436876949
1527,3.0,2.7,17934.34373326868
1528,3.0,2.8,17853.320119260272
1529,3.0,2.9,17772.66187477475
1530,3.0,3.0,17692.367355266888
1531,3.0,3.1,17612.434923576602
1532,3.0,3.2,17532.862949902294
1533,3.0,3.3,17453.649811761454
1534,3.0,3.4,17374.793893964423
1535,3.0,3.5,17296.293588575692
1536,3.0,3.6,17218.14729488404
1537,3.0,3.7,17140.35341937273
1538,3.0,3.8,17062.910375681153
1539,3.0,3.9,16985.816584579406
1540,3.0,4.0,16909.07047393086
1541,3.0,4.1,16832.670478662545
1542,3.0,4.2,16756.615040735887
1543,3.0,4.3,16680.902609109573
1544,3.0,4.4,16605.531639714613
1545,3.0,4.5,16530.500595417336
1546,3.0,4.6,16455.80794599115
1547,3.0,4.7,16381.452168087062
1548,3.0,4.8,16307.43174519825
1549,3.0,4.9,16233.745167635274
1550,3.1,0.0,20163.525536669964
1551,3.1,0.1,20072.4516907926
1552,3.1,0.2,19981.788441646913
1553,3.1,0.3,19891.53394153847
1554,3.1,0.4,19801.686351068376
1555,3.1,0.5,19712.243839103776
1556,3.1,0.6,19623.20458273364
1557,3.1,0.7,19534.566767234995
1558,3.1,0.8,19446.328586039675
1559,3.1,0.9,19358.488240689818
1560,3.1,1.0,19271.043940810283
1561,3.1,1.1,19183.993904064315
1562,3.1,1.2,19097.33635612506
1563,3.1,1.3,19011.069530633
1564,3.1,1.4,18925.191669163454
1565,3.1,1.5,18839.70102119329
1566,3.1,1.6,18754.595844059233
1567,3.1,1.7,18669.87440293027
1568,3.1,1.8,18585.534970765268
1569,3.1,1.9,18501.57582828201
1570,3.1,2.0,18417.995263924062
1571,3.1,2.1,18334.79157382023
1572,3.1,2.2,18251.963061757415
1573,3.1,2.3,18169.50803913992
1574,3.1,2.4,18087.424824957707
1575,3.1,2.5,18005.71174575543
1576,3.1,2.6,17924.367135591903
1577,3.1,2.7,17843.389336014243
1578,3.1,2.8,17762.776696017318
1579,3.1,2.9,17682.52757201334
1580,3.1,3.0,17602.640327801288
1581,3.1,3.1,17523.11333452739
1582,3.1,3.2,17443.944970659642
1583,3.1,3.3,17365.13362194732
1584,3.1,3.4,17286.67768139597
1585,3.1,3.5,17208.575549228473
1586,3.1,3.6,17130.825632855176
1587,3.1,3.7,17053.42634684436
1588,3.1,3.8,16976.376112884238
1589,3.1,3.9,16899.673359757864
1590,3.1,4.0,16823.316523304904
1591,3.1,4.1,16747.304046393117
1592,3.1,4.2,16671.634378889197
1593,3.1,4.3,16596.305977621225
1594,3.1,4.4,16521.31730635451
1595,3.1,4.5,16446.666835754575
1596,3.1,4.6,16372.353043358391
1597,3.1,4.7,16298.374413546393
1598,3.1,4.8,16224.729437505848
1599,3.1,4.9,16151.416613207126
1600,3.2,0.0,20061.26306617198
1601,3.2,0.1,19970.651184163733
1602,3.2,0.2,19880.447815862775
1603,3.2,0.3,19790.65112294976
1604,3.2,0.4,19701.25927535868
1605,3.2,0.5,19612.27045124788
1606,3.2,0.6,19523.682836955468
1607,3.2,0.7,19435.494626966425
1608,3.2,0.8,19347.704023878498
1609,3.2,0.9,19260.309238359285
1610,3.2,1.0,19173.308489118077
1611,3.2,1.1,19086.700002861002
1612,3.2,1.2,19000.482014264147
1613,3.2,1.3,18914.652765930576
1614,3.2,1.4,18829.210508357082
1615,3.2,1.5,18744.15349990286
1616,3.2,1.6,18659.480006746657
1617,3.2,1.7,18575.18830285964
1618,3.2,1.8,18491.276669963587
1619,3.2,1.9,18407.74339749955
1620,3.2,2.0,18324.586782595306
1621,3.2,2.1,18241.805130024954
1622,3.2,2.2,18159.39675218176
1623,3.2,2.3,18077.359969037527
1624,3.2,2.4,17995.693108111464
1625,3.2,2.5,17914.394504439086
1626,3.2,2.6,17833.462500532085
1627,3.2,2.7,17752.89544635227
1628,3.2,2.8,17672.691699271083
1629,3.2,2.9,17592.849624040384
1630,3.2,3.0,17513.367592760722
1631,3.2,3.1,17434.24398484308
1632,3.2,3.2,17355.47718698246
1633,3.2,3.3,17277.065593118827
1634,3.2,3.4,17199.007604411447
1635,3.2,3.5,17121.301629199697
1636,3.2,3.6,17043.946082974842
1637,3.2,3.7,16966.93938834918
1638,3.2,3.8,16890.279975018944
1639,3.2,3.9,16813.966279739096
1640,3.2,4.0,16737.99674628571
1641,3.2,4.1,16662.369825427144
1642,3.2,4.2,16587.083974894893
1643,3.2,4.3,16512.137659346947
1644,3.2,4.4,16437.529350343164
1645,3.2,4.5,16363.257526308353
1646,3.2,4.6,16289.32067250427
1647,3.2,4.7,16215.717281001229
1648,3.2,4.8,16142.445850641823
1649,3.2,4.9,16069.504887017323
1650,3.3,0.0,19959.518370558766
1651,3.3,0.1,19869.366113058284
1652,3.3,0.2,19779.62029679075
1653,3.3,0.3,19690.279092764147
1654,3.3,0.4,19601.340680198464
1655,3.3,0.5,19512.80324649564
1656,3.3,0.6,19424.664987196615
1657,3.3,0.7,19336.924105946957
1658,3.3,0.8,19249.578814464847
1659,3.3,0.9,19162.627332496588
1660,3.3,1.0,19076.067887789533
1661,3.3,1.1,18989.898716047566
1662,3.3,1.2,18904.118060903817
1663,3.3,1.3,18818.72417387822
1664,3.3,1.4,18733.715314344583
1665,3.3,1.5,18649.089749498853
1666,3.3,1.6,18564.845754317186
1667,3.3,1.7,18480.98161152821
1668,3.3,1.8,18397.495611572478
1669,3.3,1.9,18314.386052569986
1670,3.3,2.0,18231.651240288815
1671,3.3,2.1,18149.28948810442
1672,3.3,2.2,18067.299116972932
1673,3.3,2.3,17985.67845539016
1674,3.3,2.4,17904.42583936151
1675,3.3,2.5,17823.539612370394
1676,3.3,2.6,17743.01812533824
1677,3.3,2.7,17662.85973659894
1678,3.3,2.8,17583.06281185869
1679,3.3,2.9,17503.625724165966
1680,3.3,3.0,17424.546853881497
1681,3.3,3.1,17345.824588638534
1682,3.3,3.2,17267.457323318227
1683,3.3,3.3,17189.44346000906
1684,3.3,3.4,17111.7814079826
1685,3.3,3.5,17034.469583654343
1686,3.3,3.6,16957.506410554794
1687,3.3,3.7,16880.89031929997
1688,3.3,3.8,16804.61974755334
1689,3.3,3.9,16728.693140001677
1690,3.3,4.0,16653.108948316905
1691,3.3,4.1,16577.865631128127
1692,3.3,4.2,16502.96165399191
1693,3.3,4.3,16428.395489356415
1694,3.3,4.4,16354.165616536306
1695,3.3,4.5,16280.27052167682
1696,3.3,4.6,16206.708697725144
1697,3.3,4.7,16133.478644402461
1698,3.3,4.8,16060.578868168108
1699,3.3,4.9,15988.007882195514
1700,3.4,0.0,19858.288832617654
1701,3.4,0.1,19768.593872090343
1702,3.4,0.2,19679.30329081793
1703,3.4,0.3,19590.415269089117
1704,3.4,0.4,19501.927995362275
1705,3.4,0.5,19413.83966623649
1706,3.4,0.6,19326.148486408347
1707,3.4,0.7,19238.852668638538
1708,3.4,0.8,19151.950433718503
1709,3.4,0.9,19065.440010427876
1710,3.4,1.0,18979.31963550612
1711,3.4,1.1,18893.587553609297
1712,3.4,1.2,18808.242017282184
1713,3.4,1.3,18723.281286916434
1714,3.4,1.4,18638.703630717788
1715,3.4,1.5,18554.50732467446
1716,3.4,1.6,18470.690652515033
1717,3.4,1.7,18387.251905681773
1718,3.4,1.8,18304.18938328947
1719,3.4,1.9,18221.501392093094
1720,3.4,2.0,18139.186246457444
1721,3.4,2.1,18057.24226831559
1722,3.4,2.2,17975.667787143135
1723,3.4,2.3,17894.461139917134
1724,3.4,2.4,17813.620671085813
1725,3.4,2.5,17733.14473253757
1726,3.4,2.6,17653.031683561363
1727,3.4,2.7,17573.279890820486
1728,3.4,2.8,17493.887728313686
1729,3.4,2.9,17414.853577344373
1730,3.4,3.0,17336.17582649093
1731,3.4,3.1,17257.852871567993
1732,3.4,3.2,17179.88311560067
1733,3.4,3.3,17102.264968785224
1734,3.4,3.4,17024.99684846432
1735,3.4,3.5,16948.077179088465
1736,3.4,3.6,16871.50439218699
1737,3.4,3.7,16795.27692633865
1738,3.4,3.8,16719.393227134304
1739,3.4,3.9,16643.85174715189
1740,3.4,4.0,16568.65094591974
1741,3.4,4.1,16493.789289887332
1742,3.4,4.2,16419.265252396915
1743,3.4,4.3,16345.07731364723
1744,3.4,4.4,16271.223960668787
1745,3.4,4.5,16197.70368728787
1746,3.4,4.6,16124.514994098077
1747,3.4,4.7,16051.656388433064
1748,3.4,4.8,15979.126384329868
1749,3.4,4.9,15906.92350250611
1750,3.5,0.0,19757.571848339576
1751,3.5,0.1,19668.331869017835
1752,3.5,0.2,19579.494217416348
1753,3.5,0.3,19491.0570830577
1754,3.5,0.4,19403.018663591545
1755,3.5,0.5,19315.377164767775
1756,3.5,0.6,19228.13080039231
1757,3.5,0.7,19141.277792294597
1758,3.5,0.8,19054.816370293585
1759,3.5,0.9,18968.744772156053
1760,3.5,1.0,18883.061243568533
1761,3.5,1.1,18797.764038093574
1762,3.5,1.2,18712.851417142672
1763,3.5,1.3,18628.32164993424
1764,3.5,1.4,18544.173013461128
1765,3.5,1.5,18460.40379245901
1766,3.5,1.6,18377.01227936536
1767,3.5,1.7,18293.996774291303
1768,3.5,1.8,18211.355584981724
1769,3.5,1.9,18129.08702678352
1770,3.5,2.0,18047.189422614043
1771,3.5,2.1,17965.66110292116
1772,3.5,2.2,17884.5004056564
1773,3.5,2.3,17803.705676235128
1774,3.5,2.4,17723.275267505865
1775,3.5,2.5,17643.207539719235
1776,3.5,2.6,17563.5008604893
1777,3.5,2.7,17484.153604766827
1778,3.5,2.8,17405.164154800652
1779,3.5,2.9,17326.53090010758
1780,3.5,3.0,17248.252237442455
1781,3.5,3.1,17170.32657075904
1782,3.5,3.2,17092.752311185563
1783,3.5,3.3,17015.527876985016
1784,3.5,3.4,16938.651693530242
1785,3.5,3.5,16862.12219326604
1786,3.5,3.6,16785.93781567999
1787,3.5,3.7,16710.097007273565
1788,3.5,3.8,16634.598221524335
1789,3.5,3.9,16559.439918861943
1790,3.5,4.0,16484.62056663073
1791,3.5,4.1,16410.138639061355
1792,3.5,4.2,16335.9926172425
1793,3.5,4.3,16262.180989083892
1794,3.5,4.4,16188.702249292794
1795,3.5,4.5,16115.554899337654
1796,3.5,4.6,16042.73744742005
1797,3.5,4.7,15970.248408447122
1798,3.5,4.8,15898.086303995657
1799,3.5,4.9,15826.249662288785
1800,3.6,0.0,19657.364826856665
1801,3.6,0.1,19568.57752468007
1802,3.6,0.2,19480.190509080378
1803,3.6,0.3,19392.201978765836
1804,3.6,0.4,19304.610140532317
1805,3.6,0.5,19217.41320923333
1806,3.6,0.6,19130.609407738302
1807,3.6,0.7,19044.196966898937
1808,3.6,0.8,18958.17412551655
1809,3.6,0.9,18872.539130299578
1810,3.6,1.0,18787.290235835844
1811,3.6,1.1,18702.425704549718
1812,3.6,1.2,18617.94380667418
1813,3.6,1.3,18533.842820209746
1814,3.6,1.4,18450.121030891998
1815,3.6,1.5,18366.776732160008
1816,3.6,1.6,18283.808225115143
1817,3.6,1.7,18201.213818494158
1818,3.6,1.8,18118.9918286284
1819,3.6,1.9,18037.140579412775
1820,3.6,2.0,17955.65840227422
1821,3.6,2.1,17874.54363613191
1822,3.6,2.2,17793.79462737076
1823,3.6,2.3,17713.40972980134
1824,3.6,2.4,17633.387304629985
1825,3.6,2.5,17553.725720427574
1826,3.6,2.6,17474.42335309048
1827,3.6,2.7,17395.47858581535
1828,3.6,2.8,17316.889809059467
1829,3.6,2.9,17238.655420511233
1830,3.6,3.0,17160.773825060027
1831,3.6,3.1,17083.24343475839
1832,3.6,3.2,17006.062668796225
1833,3.6,3.3,16929.22995346221
1834,3.6,3.4,16852.743722118918
1835,3.6,3.5,16776.60241516497
1836,3.6,3.6,16700.80448000585
1837,3.6,3.7,16625.34837102546
1838,3.6,3.8,16550.232549548215
1839,3.6,3.9,16475.455483815782
1840,3.6,4.0,16401.01564894901
1841,3.6,4.1,16326.911526920296
1842,3.6,4.2,16253.141606524863
1843,3.6,4.3,16179.70438334528
1844,3.6,4.4,16106.598359726264
1845,3.6,4.5,16033.822044739763
1846,3.6,4.6,15961.37395415671
1847,3.6,4.7,15889.252610419418
1848,3.6,4.8,15817.45654260618
1849,3.6,4.9,15745.984286407891
1850,3.7,0.0,19557.665190378168
1851,3.7,0.1,19469.328272935232
1852,3.7,0.2,19381.38961126347
1853,3.7,0.3,19293.84741321145
1854,3.7,0.4,19206.699894673628
1855,3.7,0.5,19119.945279561845
1856,3.7,0.6,19033.581799762927
1857,3.7,0.7,18947.60769510526
1858,3.7,0.8,18862.021213326836
1859,3.7,0.9,18776.820610032395
1860,3.7,1.0,18692.00414866631
1861,3.7,1.1,18607.57010046928
1862,3.7,1.2,18523.51674445156
1863,3.7,1.3,18439.842367351208
1864,3.7,1.4,18356.545263602195
1865,3.7,1.5,18273.623735302725
1866,3.7,1.6,18191.07609217475
1867,3.7,1.7,18108.900651536373
1868,3.7,1.8,18027.09573826216
1869,3.7,1.9,17945.659684751667
1870,3.7,2.0,17864.59083089835
1871,3.7,2.1,17783.887524049787
1872,3.7,2.2,17703.548118981318
1873,3.7,2.3,17623.57097785666
1874,3.7,2.4,17543.954470197124
1875,3.7,2.5,17464.696972851867
1876,3.7,2.6,17385.796869958078
1877,3.7,2.7,17307.252552915954
1878,3.7,2.8,17229.06242034966
1879,3.7,2.9,17151.22487807784
1880,3.7,3.0,17073.738339083735
1881,3.7,3.1,16996.60122347696
1882,3.7,3.2,16919.81195846848
1883,3.7,3.3,16843.368978332313
1884,3.7,3.4,16767.270724379916
1885,3.7,3.5,16691.515644923405
1886,3.7,3.6,16616.102195246196
1887,3.7,3.7,16541.02883757455
1888,3.7,3.8,16466.294041040546
1889,3.7,3.9,16391.89628165755
1890,3.7,4.0,16317.834042283861
1891,3.7,4.1,16244.105812594376
1892,3.7,4.2,16170.71008905231
1893,3.7,4.3,16097.64537487322
1894,3.7,4.4,16024.910180001287
1895,3.7,4.5,15952.503021073258
1896,3.7,4.6,15880.422421390987
1897,3.7,4.7,15808.666910894082
1898,3.7,4.8,15737.235026123992
1899,3.7,4.9,15666.12531020176
1900,3.8,0.0,19458.47037411815
1901,3.8,0.1,19370.58156058663
1902,3.8,0.2,19283.088982306675
1903,3.8,0.3,19195.990856220495
1904,3.8,0.4,19109.285407275267
1905,3.8,0.5,19022.97086839516
1906,3.8,0.6,18937.045480438537
1907,3.8,0.7,18851.507492165358
1908,3.8,0.8,18766.35516020479
1909,3.8,0.9,18681.586749012906
1910,3.8,1.0,18597.200530845483
1911,3.8,1.1,18513.194785715357
1912,3.8,1.2,18429.5678013656
1913,3.8,1.3,18346.317873227155
1914,3.8,1.4,18263.44330438839
1915,3.8,1.5,18180.942405563103
1916,3.8,1.6,18098.813495049533
1917,3.8,1.7,18017.054898704366
1918,3.8,1.8,17935.664949901682
1919,3.8,1.9,17854.64198950275
1920,3.8,2.0,17773.984365824603
1921,3.8,2.1,17693.690434600547
1922,3.8,2.2,17613.758558954018
1923,3.8,2.3,17534.187109359184
1924,3.8,2.4,17454.974463610746
1925,3.8,2.5,17376.119006793684
1926,3.8,2.6,17297.619131244373
1927,3.8,2.7,17219.47323652524
1928,3.8,2.8,17141.679729385796
1929,3.8,2.9,17064.237023733833
1930,3.8,3.0,16987.143540605255
1931,3.8,3.1,16910.39770812606
1932,3.8,3.2,16833.99796148781
1933,3.8,3.3,16757.942742909003
1934,3.8,3.4,16682.230501610196
1935,3.8,3.5,16606.859693776485
1936,3.8,3.6,16531.8287825297
1937,3.8,3.7,16457.13623789873
1938,3.8,3.8,16382.780536783172
1939,3.8,3.9,16308.76016292939
1940,3.8,4.0,16235.073606893748
1941,3.8,4.1,16161.719366014338
1942,3.8,4.2,16088.695944383704
1943,3.8,4.3,16016.001852811924
1944,3.8,4.4,15943.63560880391
1945,3.8,4.5,15871.595736522984
1946,3.8,4.6,15799.880766763945
1947,3.8,4.7,15728.48923692526
1948,3.8,4.8,15657.419690974344
1949,3.8,4.9,15586.670679424158
1950,3.9,0.0,19359.77782623764
1951,3.9,0.1,19272.33484732682
1952,3.9,0.2,19185.286093381477
1953,3.9,0.3,19098.629790391817
1954,3.9,0.4,19012.364172311914
1955,3.9,0.5,18926.48748103239
1956,3.9,0.6,18840.997966337865
1957,3.9,0.7,18755.89388587449
1958,3.9,0.8,18671.1735051176
1959,3.9,0.9,18586.83509732977
1960,3.9,1.0,18502.876943533745
1961,3.9,1.1,18419.29733247015
1962,3.9,1.2,18336.094560569556
1963,3.9,1.3,18253.266931913044
1964,3.9,1.4,18170.81275819918
1965,3.9,1.5,18088.730358713387
1966,3.9,1.6,18007.0180602872
1967,3.9,1.7,17925.674197272077
1968,3.9,1.8,17844.69711149919
1969,3.9,1.9,17764.085152248204
1970,3.9,2.0,17683.836676217266
1971,3.9,2.1,17603.95004748279
1972,3.9,2.2,17524.423637474003
1973,3.9,2.3,17445.25582493362
1974,3.9,2.4,17366.444995887687
1975,3.9,2.5,17287.989543615375
1976,3.9,2.6,17209.88786861062
1977,3.9,2.7,17132.138378556534
1978,3.9,2.8,17054.73948828747
1979,3.9,2.9,16977.689619758712
1980,3.9,3.0,16900.987202018296
1981,3.9,3.1,16824.63067116801
1982,3.9,3.2,16748.618470339658
1983,3.9,3.3,16672.949049655803
1984,3.9,3.4,16597.620866205994
1985,3.9,3.5,16522.632384008863
1986,3.9,3.6,16447.982073984393
1987,3.9,3.7,16373.668413924677
1988,3.9,3.8,16299.689888457908
1989,3.9,3.9,16226.04498902387
1990,3.9,4.0,16152.732213838008
1991,3.9,4.1,16079.750067863135
1992,3.9,4.2,16007.097062782028
1993,3.9,4.3,15934.771716961173
1994,3.9,4.4,15862.772555427786
1995,3.9,4.5,15791.098109833549
1996,3.9,4.6,15719.746918428242
1997,3.9,4.7,15648.717526031644
1998,3.9,4.8,15578.008483999063
1999,3.9,4.9,15507.618350198343
2000,4.0,0.0,19261.585007772537
2001,4.0,0.1,19174.58560566425
2002,4.0,0.2,19087.978428417897
2003,4.0,0.3,19001.76171102516
2004,4.0,0.4,18915.933696401524
2005,4.0,0.5,18830.492635358903
2006,4.0,0.6,18745.43678656277
2007,4.0,0.7,18660.764416500428
2008,4.0,0.8,18576.473799448657
2009,4.0,0.9,18492.563217431947
2010,4.0,1.0,18409.030960195545
2011,4.0,1.1,18325.87532516331
2012,4.0,1.2,18243.094617410316
2013,4.0,1.3,18160.687149622892
2014,4.0,1.4,18078.65124206651
2015,4.0,1.5,17996.985222554868
2016,4.0,1.6,17915.68742640959
2017,4.0,1.7,17834.756196434195
2018,4.0,1.8,17754.189882873266
2019,4.0,1.9,17673.986843382983
2020,4.0,2.0,17594.1454429997
2021,4.0,2.1,17514.664054100984
2022,4.0,2.2,17435.541056379785
2023,4.0,2.3,17356.77483680528
2024,4.0,2.4,17278.36378959308
2025,4.0,2.5,17200.306316175265
2026,4.0,2.6,17122.600825161946
2027,4.0,2.7,17045.245732315965
2028,4.0,2.8,16968.239460514862
2029,4.0,2.9,16891.580439721663
2030,4.0,3.0,16815.267106955165
2031,4.0,3.1,16739.297906253
2032,4.0,3.2,16663.671288646525
2033,4.0,3.3,16588.38571212287
2034,4.0,3.4,16513.439641600307
2035,4.0,3.5,16438.831548891518
2036,4.0,3.6,16364.55991267505
2037,4.0,3.7,16290.623218467133
2038,4.0,3.8,16217.019958584893
2039,4.0,3.9,16143.74863212299
2040,4.0,4.0,16070.807744916987
2041,4.0,4.1,15998.195809515822
2042,4.0,4.2,15925.911345154116
2043,4.0,4.3,15853.952877716483
2044,4.0,4.4,15782.31893971396
2045,4.0,4.5,15711.008070249347
2046,4.0,4.6,15640.018814988918
2047,4.0,4.7,15569.349726136901
2048,4.0,4.8,15498.99936239858
2049,4.0,4.9,15428.966288959564
2050,4.1,0.0,19163.889392571346
2051,4.1,0.1,19077.331320862817
2052,4.1,0.2,18991.16348404311
2053,4.1,0.3,18905.384126060006
2054,4.1,0.4,18819.99149874519
2055,4.1,0.5,18734.983861786113
2056,4.1,0.6,18650.35948268463
2057,4.1,0.7,18566.116636724233
2058,4.1,0.8,18482.25360693866
2059,4.1,0.9,18398.768684069746
2060,4.1,1.0,18315.660166540994
2061,4.1,1.1,18232.92636041565
2062,4.1,1.2,18150.565579369482
2063,4.1,1.3,18068.576144650637
2064,4.1,1.4,17986.95638504799
2065,4.1,1.5,17905.704636860155
2066,4.1,1.6,17824.81924385612
2067,4.1,1.7,17744.298557248207
2068,4.1,1.8,17664.14093565227
2069,4.1,1.9,17584.34474505828
2070,4.1,2.0,17504.908358798733
2071,4.1,2.1,17425.830157510216
2072,4.1,2.2,17347.108529107307
2073,4.1,2.3,17268.741868744382
2074,4.1,2.4,17190.728578785
2075,4.1,2.5,17113.06706877274
2076,4.1,2.6,17035.75575539283
2077,4.1,2.7,16958.793062446905
2078,4.1,2.8,16882.17742081509
2079,4.1,2.9,16805.907268427145
2080,4.1,3.0,16729.9810502329
2081,4.1,3.1,16654.39721816508
2082,4.1,3.2,16579.154231114975
2083,4.1,3.3,16504.250554894043
2084,4.1,3.4,16429.68466220996
2085,4.1,3.5,16355.45503262979
2086,4.1,3.6,16281.560152551452
2087,4.1,3.7,16207.998515175968
2088,4.1,3.8,16134.768620470979
2089,4.1,3.9,16061.86897514652
2090,4.1,4.0,15989.298092620225
2091,4.1,4.1,15917.054492988467
2092,4.1,4.2,15845.136702999556
2093,4.1,4.3,15773.543256017962
2094,4.1,4.4,15702.27269200113
2095,4.1,4.5,15631.323557464557
2096,4.1,4.6,15560.694405454178
2097,4.1,4.7,15490.383795520207
2098,4.1,4.8,15420.390293681685
2099,4.1,4.9,15350.712472404673
2100,4.2,0.0,19066.68846723451
2101,4.2,0.1,18980.569490880433
2102,4.2,0.2,18894.838769521262
2103,4.2,0.3,18809.494556015794
2104,4.2,0.4,18724.53511106637
2105,4.2,0.5,18639.958703191645
2106,4.2,0.6,18555.763608684596
2107,4.2,0.7,18471.948111580597
2108,4.2,0.8,18388.51050362565
2109,4.2,0.9,18305.449084235093
2110,4.2,1.0,18222.762160466806
2111,4.2,1.1,18140.448046979567
2112,4.2,1.2,18058.505066006073
2113,4.2,1.3,17976.931547312783
2114,4.2,1.4,17895.725828169077
2115,4.2,1.5,17814.88625331588
2116,4.2,1.6,17734.411174925946
2117,4.2,1.7,17654.298952578254
2118,4.2,1.8,17574.547953217694
2119,4.2,1.9,17495.15655112534
2120,4.2,2.0,17416.123127888248
2121,4.2,2.1,17337.44607235983
2122,4.2,2.2,17259.12378063493
2123,4.2,2.3,17181.1546560114
2124,4.2,2.4,17103.537108959546
2125,4.2,2.5,17026.269557093576
2126,4.2,2.6,16949.3504251327
2127,4.2,2.7,16872.77814487664
2128,4.2,2.8,16796.551155167643
2129,4.2,2.9,16720.667901861874
2130,4.2,3.0,16645.126837799777
2131,4.2,3.1,16569.926422769462
2132,4.2,3.2,16495.065123482076
2133,4.2,3.3,16420.541413534163
2134,4.2,3.4,16346.353773383165
2135,4.2,3.5,16272.500690310928
2136,4.2,3.6,16198.980658396133
2137,4.2,3.7,16125.792178485313
2138,4.2,3.8,16052.933758157664
2139,4.2,3.9,15980.403911700942
2140,4.2,4.0,15908.20116007543
2141,4.2,4.1,15836.324030887265
2142,4.2,4.2,15764.771058360138
2143,4.2,4.3,15693.540783300668
2144,4.2,4.4,15622.63175307482
2145,4.2,4.5,15552.04252157326
2146,4.2,4.6,15481.771649184311
2147,4.2,4.7,15411.817702767
2148,4.2,4.8,15342.179255617091
2149,4.2,4.9,15272.854887443744
2150,4.3,0.0,18969.97973104252
2151,4.3,0.1,18884.297626297306
2152,4.3,0.2,18799.001806681677
2153,4.3,0.3,18714.09053392025
2154,4.3,0.4,18629.56207754108
2155,4.3,0.5,18545.414714849
2156,4.3,0.6,18461.64673088371
2157,4.3,0.7,18378.256418388108
2158,4.3,0.8,18295.242077776522
2159,4.3,0.9,18212.602017093814
2160,4.3,1.0,18130.33455198825
2161,4.3,1.1,18048.438005670654
2162,4.3,1.2,17966.910708887477
2163,4.3,1.3,17885.75099988057
2164,4.3,1.4,17804.957224356334
2165,4.3,1.5,17724.527735455275
2166,4.3,1.6,17644.460893711796
2167,4.3,1.7,17564.755067028716
2168,4.3,1.8,17485.408630637918
2169,4.3,1.9,17406.419967069745
2170,4.3,2.0,17327.78746612358
2171,4.3,2.1,17249.509524828325
2172,4.3,2.2,17171.584547417846
2173,4.3,2.3,17094.01094529174
2174,4.3,2.4,17016.78713698662
2175,4.3,2.5,16939.911548145526
2176,4.3,2.6,16863.382611481735
2177,4.3,2.7,16787.198766752284
2178,4.3,2.8,16711.35846072135
2179,4.3,2.9,16635.860147130916
2180,4.3,3.0,16560.702286672542
2181,4.3,3.1,16485.8833469498
2182,4.3,3.2,16411.401802454115
2183,4.3,3.3,16337.256134527352
2184,4.3,3.4,16263.444831337509
2185,4.3,3.5,16189.966387842851
2186,4.3,3.6,16116.819305762918
2187,4.3,3.7,16044.002093551953
2188,4.3,3.8,15971.513266361559
2189,4.3,3.9,15899.351346018531
2190,4.3,4.0,15827.51486098847
2191,4.3,4.1,15756.00234634861
2192,4.3,4.2,15684.812343760379
2193,4.3,4.3,15613.943401434764
2194,4.3,4.4,15543.394074108703
2195,4.3,4.5,15473.162923010928
2196,4.3,4.6,15403.248515834493
2197,4.3,4.7,15333.649426710757
2198,4.3,4.8,15264.364236174684
2199,4.3,4.9,15195.39153114235
2200,4.4,0.0,18873.7606958999
2201,4.4,0.1,18788.51325026134
2202,4.4,0.2,18703.65012986474
2203,4.4,0.3,18619.16960525545
2204,4.4,0.4,18535.06995474288
2205,4.4,0.5,18451.349464373372
2206,4.4,0.6,18368.006427889082
2207,4.4,0.7,18285.03914669621
2208,4.4,0.8,18202.445929833633
2209,4.4,0.9,18120.225093931636
2210,4.4,1.0,18038.374963186074
2211,4.4,1.1,17956.89386931594
2212,4.4,1.2,17875.780151538416
2213,4.4,1.3,17795.032156527657
2214,4.4,1.4,17714.64823838482
2215,4.4,1.5,17634.626758607035
2216,4.4,1.6,17554.966086048087
2217,4.4,1.7,17475.66459689273
2218,4.4,1.8,17396.720674617354
2219,4.4,1.9,17318.1327099601
2220,4.4,2.0,17239.8991008911
2221,4.4,2.1,17162.018252573394
2222,4.4,2.2,17084.488577338216
2223,4.4,2.3,17007.308494646488
2224,4.4,2.4,16930.476431059447
2225,4.4,2.5,16853.990820209292
2226,4.4,2.6,16777.850102762073
2227,4.4,2.7,16702.052726392074
2228,4.4,2.8,16626.597145745272
2229,4.4,2.9,16551.481822409944
2230,4.4,3.0,16476.705224888374
2231,4.4,3.1,16402.26582856013
2232,4.4,3.2,16328.16211565772
2233,4.4,3.3,16254.39257522898
2234,4.4,3.4,16180.955703113697
2235,4.4,3.5,16107.850001906798
2236,4.4,3.6,16035.073980930956
2237,4.4,3.7,15962.626156208733
2238,4.4,3.8,15890.505050426538
2239,4.4,3.9,15818.709192912056
2240,4.4,4.0,15747.237119597488
2241,4.4,4.1,15676.087372993574
2242,4.4,4.2,15605.258502162038
2243,4.4,4.3,15534.749062680545
2244,4.4,4.4,15464.557616619752
2245,4.4,4.5,15394.682732509023
2246,4.4,4.6,15325.122985309481
2247,4.4,4.7,15255.876956387805
2248,4.4,4.8,15186.943233481517
2249,4.4,4.9,15118.32041067735
2250,4.5,0.0,18778.02888626516
2251,4.5,0.1,18693.21389841722
2252,4.5,0.2,18608.781285851008
2253,4.5,0.3,18524.729327887795
2254,4.5,0.4,18441.056311573644
2255,4.5,0.5,18357.76053165232
2256,4.5,0.6,18274.840290524488
2257,4.5,0.7,18192.293898215852
